movie_id,title,genres,release_year
35429,Went the Day Well? (1942),Thriller|War,1942
35432,This Gun for Hire (1942),Crime|Drama|Film-Noir|Thriller,1942
35446,To Be or Not to Be (1942),Comedy|War,1942
35521,Les visiteurs du soir (1942),Drama|Fantasy|Romance,1942
35537,We Were Dancing (1942),Comedy|Romance,1942
35567,Woman of the Year (1942),Comedy|Drama|Romance|Sport,1942
35575,Yankee Doodle Dandy (1942),Biography|Drama|Musical,1942
35583,You Were Never Lovelier (1942),Comedy|Musical|Romance,1942
35605,Above Suspicion (1943),Drama|Thriller,1943
35608,Action in the North Atlantic (1943),Action|Drama|War,1943
35616,Air Force (1943),Action|Drama|History|War,1943
35640,The Ape Man (1943),Action|Drama|Horror|Sci-Fi|Thriller,1943
35671,The Bells Go Down (1943),Drama|War,1943
35703,Cabin in the Sky (1943),Musical|Fantasy,1943
35733,Chicken Little (1943),Comedy|Family|Animation,1943
35751,The Constant Nymph (1943),Drama|Music|Romance,1943
35753,Le corbeau (1943),Crime|Drama|Mystery|Thriller,1943
35769,The Cross of Lorraine (1943),War|Drama,1943
35771,The Crystal Ball (1943),Comedy,1943
35798,The Desperadoes (1943),Action|Comedy|Romance|Western,1943
35799,Destination Tokyo (1943),Adventure|History|War,1943
35807,Distinto amanecer (1943),Drama|Thriller|Romance,1943
35854,The Falcon Strikes Back (1943),Crime|Drama|Mystery,1943
35855,The Falcon and the Co-eds (1943),Crime|Mystery|Drama,1943
35856,The Falcon in Danger (1943),Crime|Mystery|War,1943
35881,Fires Were Started (1943),Drama|War,1943
35884,Five Graves to Cairo (1943),Thriller|War,1943
35896,For Whom the Bell Tolls (1943),Adventure|Drama|History|Romance|War,1943
35899,Frankenstein Meets the Wolf Man (1943),Fantasy|Horror|Sci-Fi,1943
35940,Gildersleeve on Broadway (1943),Comedy,1943
35957,Guadalcanal Diary (1943),Drama|War,1943
